speaker,text,start_time,end_time,cleaned_text,is_question,is_exclamation,contains_negation,contains_reference,contains_agreement,contains_disagreement,contains_emotion_words,contains_personal_attack,contains_group_identity,contains_emphasis,contains_conditional,sentence_length
BIDEN,"Whatever position I take on that, that’ll become the issue. The issue is the American people should speak. You should go out and vote. You’re voting now. Vote and let your Senators know how strongly you feel.",,,"whatever position i take on that, that ll become the issue. the issue is the american people should speak. you should go out and vote. you re voting now. vote and let your senators know how strongly you feel.",False,False,False,True,False,False,False,False,False,False,False,39
TRUMP,Are you going to pack the court?,,,are you going to pack the court?,True,False,False,True,False,False,False,False,False,False,False,7
BIDEN,Vote now.,,,vote now.,False,False,False,False,False,False,False,False,False,False,False,2
TRUMP,Are you going to pack the court?,,,are you going to pack the court?,True,False,False,True,False,False,False,False,False,False,False,7
BIDEN,"Make sure you, in fact, let people know, your Senators.",,,"make sure you, in fact, let people know, your senators.",False,False,False,False,False,False,False,False,False,False,False,10
TRUMP,He doesn’t want to answer the question.,,,he doesn t want to answer the question.,False,False,False,True,False,False,False,False,False,False,False,8
BIDEN,I’m not going to answer the question.,,,i m not going to answer the question.,False,False,True,False,False,True,False,False,False,False,False,8
TRUMP,Why wouldn’t you answer that question? You want to put a lot of new Supreme Court Justices. Radical left.,,,why wouldn t you answer that question? you want to put a lot of new supreme court justices. radical left.,False,False,False,True,False,False,False,False,False,False,False,20
BIDEN,"Will you shut up, man?",,,"will you shut up, man?",True,False,False,True,False,False,False,False,False,False,False,5
TRUMP,"Listen, who is on your list, Joe? Who’s on your list?",,,"listen, who is on your list, joe? who s on your list?",True,False,False,False,False,False,False,False,False,False,False,12
WALLACE,"Gentlemen, I think we’ve ended this-",,,"gentlemen, i think we ve ended this-",False,False,False,False,False,False,False,False,True,False,False,7
BIDEN,This is so un-Presidential.,,,this is so un-presidential.,False,False,False,False,False,False,False,False,False,False,False,4
TRUMP,He’s going to pack the court. He is not going to give a list.,,,he s going to pack the court. he is not going to give a list.,False,False,True,True,False,True,False,False,False,False,False,15
WALLACE,We have ended the segment. We’re going to move on to the second segment.,,,we have ended the segment. we re going to move on to the second segment.,False,False,False,False,False,False,False,False,True,False,False,15
BIDEN,"That was really a productive segment, wasn’t it? Keep yapping, man.",,,"that was really a productive segment, wasn t it? keep yapping, man.",False,False,False,False,False,False,False,False,False,True,False,12
TRUMP,"The people understand, Joe.",,,"the people understand, joe.",False,False,False,False,False,False,False,False,False,False,False,4
BIDEN,They sure do.,,,they sure do.,False,False,False,True,False,False,False,False,True,False,False,3
TRUMP,"47 years, you’ve done nothing. They understand.",,,"47 years, you ve done nothing. they understand.",False,False,False,True,False,False,False,False,True,False,False,8
WALLACE,"All right, the second subject is COVID-19, which is an awfully serious subject. So let’s try to be serious about it. We have had more than seven million cases of coronavirus in the United States and more than 200,000 people have died. Even after we produce a vaccine, experts say that it could be months or even years before we come back to anything approaching normal. My question for both of you is, based on what you have said and done so far, and what you have said you would do starting in 2021, why should the American people trust you more than your opponent to deal with this public health crisis going forward? In this case, the question goes to you first, sir. Two minutes, uninterrupted.",,,"all right, the second subject is covid-19, which is an awfully serious subject. so let s try to be serious about it. we have had more than seven million cases of coronavirus in the united states and more than 200,000 people have died. even after we produce a vaccine, experts say that it could be months or even years before we come back to anything approaching normal. my question for both of you is, based on what you have said and done so far, and what you have said you would do starting in 2021, why should the american people trust you more than your opponent to deal with this public health crisis going forward? in this case, the question goes to you first, sir. two minutes, uninterrupted.",False,False,False,True,False,False,False,False,True,False,False,128
BIDEN,"Good luck. 200,000 dead. As you said, over seven million infected in the United States. We, in fact, have 4% of the world’s population, 20% of the deaths. 40,000 people a day are contracting COVID. In addition to that, about between 750 and 1000 people a day are dying. When he was presented with that number, he said, “It is what it is.” Well, it is what it is because you are who you are. That’s why it is. The President has no plan. He hasn’t laid out anything. He knew all the way back in February how serious this crisis was. He knew it was a deadly disease. What did he do? He’s on tape as acknowledging he knew it. He said he didn’t tell us or give people a warning of it because he didn’t want to panic the American people. You don’t panic. He panicked. In addition to that, what did he do?",,,"good luck. 200,000 dead. as you said, over seven million infected in the united states. we, in fact, have 4% of the world s population, 20% of the deaths. 40,000 people a day are contracting covid. in addition to that, about between 750 and 1000 people a day are dying. when he was presented with that number, he said, it is what it is. well, it is what it is because you are who you are. that s why it is. the president has no plan. he hasn t laid out anything. he knew all the way back in february how serious this crisis was. he knew it was a deadly disease. what did he do? he s on tape as acknowledging he knew it. he said he didn t tell us or give people a warning of it because he didn t want to panic the american people. you don t panic. he panicked. in addition to that, what did he do?",True,False,True,True,False,True,False,False,True,False,False,163
